tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
OTC|ABBRF|ABRASILVER RESOURCE CORP COM NEW (Canada)|OTCN OTC LINK NQB IDQS|OTCN|13105|30|2025-12-29
OTC|ABBRF|ABRASILVER RESOURCE CORP COM NEW (Canada)|OTCX OTC LINK ECN ATS|OTCX|30630|96|2025-12-29
OTC|ABEPF|Vision Lithium Inc Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|727|1|2025-12-29
OTC|ABIT|ATHENA BITCOIN GLOBAL Common Stock|OTCN OTC LINK NQB IDQS|OTCN|126771|6|2025-12-29
OTC|ABIT|ATHENA BITCOIN GLOBAL Common Stock|OTCX OTC LINK ECN ATS|OTCX|1|1|2025-12-29
OTC|ABMBF|Abcourt Mines Inc Cl-B (F) Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|48683|6|2025-12-29
OTC|ABMBF|Abcourt Mines Inc Cl-B (F) Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|5000|1|2025-12-29
OTC|ABQQ|AB INTL GROUP CORP Common Stock|OTCN OTC LINK NQB IDQS|OTCN|2483742|6|2025-12-29
OTC|ABXXF|ABAXX TECHNOLOGIES INC Common Shares|ARCA GLOBAL OTC|ARCA|3909|19|2025-12-29
OTC|ABXXF|ABAXX TECHNOLOGIES INC Common Shares|OTCN OTC LINK NQB IDQS|OTCN|5923|32|2025-12-29
OTC|ABXXF|ABAXX TECHNOLOGIES INC Common Shares|OTCX OTC LINK ECN ATS|OTCX|7854|56|2025-12-29
OTC|ACCYY|Accor S A American Depositary Receipts - Sponsored (France)|ARCA GLOBAL OTC|ARCA|6445|14|2025-12-29
OTC|ACCYY|Accor S A American Depositary Receipts - Sponsored (France)|OTCN OTC LINK NQB IDQS|OTCN|2414|10|2025-12-29
OTC|ACCYY|Accor S A American Depositary Receipts - Sponsored (France)|OTCX OTC LINK ECN ATS|OTCX|5408|18|2025-12-29
OTC|ACDVF|Air Canada Inc Vtg & Var Vtg Shares (Canada)|ARCA GLOBAL OTC|ARCA|1510|3|2025-12-29
OTC|ACDVF|Air Canada Inc Vtg & Var Vtg Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|9460|20|2025-12-29
OTC|ACDVF|Air Canada Inc Vtg & Var Vtg Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|14099|51|2025-12-29
OTC|ACGBY|Agricultural Bank of China Unsponsored American Depository Receipt (China)|ARCA GLOBAL OTC|ARCA|22069|133|2025-12-29
OTC|ACGBY|Agricultural Bank of China Unsponsored American Depository Receipt (China)|OTCN OTC LINK NQB IDQS|OTCN|8900|52|2025-12-29
OTC|ACGBY|Agricultural Bank of China Unsponsored American Depository Receipt (China)|OTCX OTC LINK ECN ATS|OTCX|8797|77|2025-12-29
OTC|ACGP|ASSOCIATED CAP GROUP INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|1508|3|2025-12-29
OTC|ACGP|ASSOCIATED CAP GROUP INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|171|4|2025-12-29
OTC|ACGX|Alliance Creative Group, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|550|1|2025-12-29
OTC|ACHFF|ARch Biopartners Inc. Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|2600|3|2025-12-29
OTC|ACLLF|Atco Ltd  Cl I Nv Cda Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-29
OTC|ACLLF|Atco Ltd  Cl I Nv Cda Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|1900|12|2025-12-29
OTC|ACLLY|ACCELLERON INDS LTD ADR - Unsponsored (Switzerland)|ARCA GLOBAL OTC|ARCA|100|1|2025-12-29
OTC|ACLLY|ACCELLERON INDS LTD ADR - Unsponsored (Switzerland)|OTCN OTC LINK NQB IDQS|OTCN|2|1|2025-12-29
OTC|ACLLY|ACCELLERON INDS LTD ADR - Unsponsored (Switzerland)|OTCX OTC LINK ECN ATS|OTCX|1|1|2025-12-29
OTC|ACOPY|The A2 Milk Co Ltd Unsponsored ADR (New Zealand)|ARCA GLOBAL OTC|ARCA|97|3|2025-12-29
OTC|ACOPY|The A2 Milk Co Ltd Unsponsored ADR (New Zealand)|OTCX OTC LINK ECN ATS|OTCX|24|1|2025-12-29
OTC|ACSAY|ACS Actividades De Construccion Y Servicios SA Unsponsored ADR (Spain)|ARCA GLOBAL OTC|ARCA|6750|16|2025-12-29
OTC|ACSAY|ACS Actividades De Construccion Y Servicios SA Unsponsored ADR (Spain)|OTCN OTC LINK NQB IDQS|OTCN|5736|9|2025-12-29
OTC|ACSAY|ACS Actividades De Construccion Y Servicios SA Unsponsored ADR (Spain)|OTCX OTC LINK ECN ATS|OTCX|2980|14|2025-12-29
OTC|ADAPY|ADAPTIMMUNE THERAPEUTICS PLC American Depositary Shares - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|320185|65|2025-12-29
OTC|ADAPY|ADAPTIMMUNE THERAPEUTICS PLC American Depositary Shares - Sponsored|OTCX OTC LINK ECN ATS|OTCX|670922|400|2025-12-29
OTC|ADBRF|ALDEBARAN RES INC Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|16493|22|2025-12-29
OTC|ADBRF|ALDEBARAN RES INC Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|5300|10|2025-12-29
OTC|ADDYY|adidas AG Sponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|34172|359|2025-12-29
OTC|ADDYY|adidas AG Sponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|12927|135|2025-12-29
OTC|ADDYY|adidas AG Sponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|39869|396|2025-12-29
OTC|ADHC|American Diversified Holdings Corporation Common Stock|OTCN OTC LINK NQB IDQS|OTCN|6376054|10|2025-12-29
OTC|ADMQ|ADM Endeavors Inc Common Shares|OTCN OTC LINK NQB IDQS|OTCN|10170|3|2025-12-29
OTC|ADNH|ADVENT TECHNOLOGIES HLDGS INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|15|1|2025-12-29
OTC|ADNH|ADVENT TECHNOLOGIES HLDGS INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|496|7|2025-12-29
OTC|ADRNY|Koninklijke Ahold Delhaize N.V. American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|8273|65|2025-12-29
OTC|ADRNY|Koninklijke Ahold Delhaize N.V. American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|4198|46|2025-12-29
OTC|ADRNY|Koninklijke Ahold Delhaize N.V. American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|4707|44|2025-12-29
OTC|ADTI|Adapti, Inc.  Common Stock|OTCN OTC LINK NQB IDQS|OTCN|6|2|2025-12-29
OTC|ADXS|Ayala Pharmaceuticals, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|31|4|2025-12-29
OTC|ADYEY|Adyen N.V. Unsponsored ADR (Netherlands)|ARCA GLOBAL OTC|ARCA|173151|788|2025-12-29
OTC|ADYEY|Adyen N.V. Unsponsored ADR (Netherlands)|OTCN OTC LINK NQB IDQS|OTCN|93511|423|2025-12-29
OTC|ADYEY|Adyen N.V. Unsponsored ADR (Netherlands)|OTCX OTC LINK ECN ATS|OTCX|123747|665|2025-12-29
OTC|AEBZY|Anadolu Efes Biracilik Ve Malt Sanayi AS Sponsored ADR Reg S (Turkey)|OTCN OTC LINK NQB IDQS|OTCN|117042|3|2025-12-29
OTC|AEBZY|Anadolu Efes Biracilik Ve Malt Sanayi AS Sponsored ADR Reg S (Turkey)|OTCX OTC LINK ECN ATS|OTCX|25000|1|2025-12-29
OTC|AEGXF|AECON GROUP INC Ordinary Shares|ARCA GLOBAL OTC|ARCA|700|1|2025-12-29
OTC|AEGXF|AECON GROUP INC Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-29
OTC|AERG|Applied Energetics, Inc Common Stock|OTCN OTC LINK NQB IDQS|OTCN|9447|12|2025-12-29
OTC|AERG|Applied Energetics, Inc Common Stock|OTCX OTC LINK ECN ATS|OTCX|11693|18|2025-12-29
OTC|AETHD|Aether Global Innovations Corp. Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-29
OTC|AETUF|Arc Resources Ltd. Ordinary Shares (Canada)|ARCA GLOBAL OTC|ARCA|1050|2|2025-12-29
OTC|AETUF|Arc Resources Ltd. Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|5405|20|2025-12-29
OTC|AETUF|Arc Resources Ltd. Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|13105|54|2025-12-29
OTC|AFFT|AmTrust Financial Services, Inc. 7.50% Subordinated Notes Due 2055|OTCX OTC LINK ECN ATS|OTCX|944|1|2025-12-29
OTC|AFFU|Affluence Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|16168435|36|2025-12-29
OTC|AFLYY|Air France ADS ADS|ARCA GLOBAL OTC|ARCA|6700|7|2025-12-29
OTC|AFLYY|Air France ADS ADS|OTCN OTC LINK NQB IDQS|OTCN|22613|19|2025-12-29
OTC|AFLYY|Air France ADS ADS|OTCX OTC LINK ECN ATS|OTCX|3200|4|2025-12-29
OTC|AFMJF|ALPHAMIN RESOURCES CORP CLEAN SHARES (Mauritius)|OTCX OTC LINK ECN ATS|OTCX|7355|16|2025-12-29
OTC|AFSIB|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.25% Non Cumulative Preferred Stock, Series B|OTCX OTC LINK ECN ATS|OTCX|5800|7|2025-12-29
OTC|AFSIM|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.75% Non-Cumulative Preferred Stock, Series E|OTCX OTC LINK ECN ATS|OTCX|400|1|2025-12-29
OTC|AFSIN|AmTrust Financial Services, Inc. Depositary Shares, Each Representing 1/40 th Interest in a Share of 6.95% Non-Cumulative Preferred Stock, Series F|OTCX OTC LINK ECN ATS|OTCX|2000|2|2025-12-29
OTC|AFSIP|AmTrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.50% Non-Cumulative Preferred Stock, Series D|OTCX OTC LINK ECN ATS|OTCX|2464|2|2025-12-29
OTC|AFTWS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #FTWDS|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|15|10|2025-12-29
OTC|AGAGF|ARGENTA SILVER CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|95367|14|2025-12-29
OTC|AGAGF|ARGENTA SILVER CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|45490|13|2025-12-29
OTC|AGESY|Ageas Sponsored ADR (Belgium)|ARCA GLOBAL OTC|ARCA|695|7|2025-12-29
OTC|AGESY|Ageas Sponsored ADR (Belgium)|OTCN OTC LINK NQB IDQS|OTCN|288|4|2025-12-29
OTC|AGESY|Ageas Sponsored ADR (Belgium)|OTCX OTC LINK ECN ATS|OTCX|305|2|2025-12-29
OTC|AGGZF|AG Growth International Inc. Common Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|600|4|2025-12-29
OTC|AGMRF|SILVER MTN RES INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|7055|11|2025-12-29
OTC|AGMRF|SILVER MTN RES INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|400|3|2025-12-29
OTC|AGNPF|ALGERNON HEALTH INC COM CL A (Canada)|ARCA GLOBAL OTC|ARCA|10000|1|2025-12-29
OTC|AGXPF|SILVER X MNG CORP Common Shares|ARCA GLOBAL OTC|ARCA|6000|3|2025-12-29
OTC|AGXPF|SILVER X MNG CORP Common Shares|OTCN OTC LINK NQB IDQS|OTCN|45112|9|2025-12-29
OTC|AGXPF|SILVER X MNG CORP Common Shares|OTCX OTC LINK ECN ATS|OTCX|18500|8|2025-12-29
OTC|AGYP|Allied Energy Corporation. Common Stock|OTCX OTC LINK ECN ATS|OTCX|58945494|120|2025-12-29
OTC|AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|ARCA GLOBAL OTC|ARCA|4761|20|2025-12-29
OTC|AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|OTCN OTC LINK NQB IDQS|OTCN|1800|18|2025-12-29
OTC|AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|OTCX OTC LINK ECN ATS|OTCX|1405|16|2025-12-29
OTC|AHEXY|Adecco Group AG American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|3496|13|2025-12-29
OTC|AHEXY|Adecco Group AG American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|1480|3|2025-12-29
OTC|AHKSY|Asahi Kaisai Corporation American Depositary Shares|ARCA GLOBAL OTC|ARCA|1086|9|2025-12-29
OTC|AHKSY|Asahi Kaisai Corporation American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|1049|8|2025-12-29
OTC|AHKSY|Asahi Kaisai Corporation American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|366|3|2025-12-29
OTC|AHLAS|RSE ARCHIVE LLC MEMBERSHIP INT SER - HONUS T206 HONUS WAGNER CARD|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|5|3|2025-12-29
OTC|AHLCS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 39TEDWILL 1939 PLAY BALL TED WILLIAMS (CARD)|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|10|3|2025-12-29
OTC|AHLFS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 91JORDAN 1991 JORDAN GAME WORN UNIFORM|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|26|7|2025-12-29
OTC|AHLHS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 06BRM 2006 BAROLO RISERVA MONFORTINO|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-29
OTC|AHLKS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 59FLASH 1959 THE FLASH #105|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-29
OTC|AHLNS|RSE ARCHIVE LLC MEMEBERSHIP INT SER - 07DURANT 2007 TOPPS KEVIN DURANT (ROOKIE CARD)|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|20|1|2025-12-29
OTC|AHLPS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 97KOBE 1997 KOBE BRYANT CARD|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|230|4|2025-12-29
OTC|AHLQS|RSE ARCHIVE LLC MEMBERSHIP INT SER CURIO CARDS ONE TO TEN|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|54|2|2025-12-29
OTC|AHLRS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 2017 PLAYSTATION 4 FORTNITE (VIDEO GAME)|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|63|3|2025-12-29
OTC|AHLSS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 1986 TOPPS BARRY BDS ROOKIE (CARD)|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|10|2|2025-12-29
OTC|AHNRF|Athena Gold Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|1082|7|2025-12-29
OTC|AHVAS|RSE ARCHIVE LLC MEMBERSHIP INT SER - 09COBB 1909-11 T206 TY COBB CARD|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|6|6|2025-12-29
OTC|AHVBS|RSE ARCHIVE LLC MEMEBERSHIP INT SER - 56AARON 1956 TOPPS HANK AARON CARD|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|11|2|2025-12-29
OTC|AHVDS|RSE ARCHIVE LLC MEMEBERSHIP INT SER - VANHALEN EDDIE VAN HALEN GUITAR|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|3|2|2025-12-29
OTC|AIBGY|AIB Group plc American Depositary Receipts - Unsponsored (Ireland)|ARCA GLOBAL OTC|ARCA|13458|101|2025-12-29
OTC|AIBGY|AIB Group plc American Depositary Receipts - Unsponsored (Ireland)|OTCN OTC LINK NQB IDQS|OTCN|9055|54|2025-12-29
OTC|AIBGY|AIB Group plc American Depositary Receipts - Unsponsored (Ireland)|OTCX OTC LINK ECN ATS|OTCX|18143|108|2025-12-29
OTC|AIBT|Aibotics Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|23865|1|2025-12-29
OTC|AIEV|Thunder Power Holdings, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|7500|2|2025-12-29
OTC|AIGFF|GENESIS AI CORP Common Stock|OTCN OTC LINK NQB IDQS|OTCN|240|3|2025-12-29
OTC|AIMLF|AI / ML Innovations Inc. Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|5000|1|2025-12-29
OTC|AIPUY|Airports of Thailand Public Co Ltd Unsponsored ADR (Thailand)|OTCN OTC LINK NQB IDQS|OTCN|338|1|2025-12-29
OTC|AIQUY|L'Air Liquide Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|70962|473|2025-12-29
OTC|AIQUY|L'Air Liquide Ord American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|14860|87|2025-12-29
OTC|AIQUY|L'Air Liquide Ord American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|24672|135|2025-12-29
OTC|AIRDF|ROCKET DOCTOR AI INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|16022|10|2025-12-29
OTC|AIRDF|ROCKET DOCTOR AI INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|5000|1|2025-12-29
OTC|AIRYY|Air China Limited Sponsored ADR (China)|ARCA GLOBAL OTC|ARCA|1|1|2025-12-29
OTC|AITX|ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|33083472|103|2025-12-29
OTC|AITX|ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC. Common Stock|OTCX OTC LINK ECN ATS|OTCX|4001000|9|2025-12-29
OTC|AJINY|AJINOMOTO CO INC ADR - Unsponsored (Japan)|ARCA GLOBAL OTC|ARCA|12534|83|2025-12-29
OTC|AJINY|AJINOMOTO CO INC ADR - Unsponsored (Japan)|OTCN OTC LINK NQB IDQS|OTCN|4990|32|2025-12-29
OTC|AJINY|AJINOMOTO CO INC ADR - Unsponsored (Japan)|OTCX OTC LINK ECN ATS|OTCX|7879|54|2025-12-29
OTC|AKBTY|Akbank Turk Anonim Sirketi ADR (Turkey)|OTCN OTC LINK NQB IDQS|OTCN|4175|4|2025-12-29
OTC|AKBTY|Akbank Turk Anonim Sirketi ADR (Turkey)|OTCX OTC LINK ECN ATS|OTCX|710|5|2025-12-29
OTC|AKEMF|ALASKA ENERGY METALS CORP Common Shares|OTCN OTC LINK NQB IDQS|OTCN|25070|3|2025-12-29
OTC|AKETS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #ET8BV|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-29
OTC|AKGDS|ARK7 PPTYS PLUS LLC Membership Interest Series #DIVTU|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|3|1|2025-12-29
OTC|AKGSS|ARK7 PPTYS PLUS LLC Membership Interests Series #ORHOF|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-29
OTC|AKOJS|ARK7 PPTYS PLUS LLC  MEMBERSHIP INT SER - #OJXLW Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|2|2|2025-12-29
OTC|AKPJS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #JTDXY|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|28|17|2025-12-29
OTC|AKPPS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER WGI3Z INT|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|3|3|2025-12-29
OTC|AKPQS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #QGXF0|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|8|4|2025-12-29
OTC|AKPRS|ARK7 PPTYS ADVANCE LLC LTD PARTNERSHIP INT SER #ICBTL|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|5|4|2025-12-29
OTC|AKPVS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #5VCTK|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-29
OTC|AKPXS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #0XYT6|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|8|5|2025-12-29
OTC|AKPZS|ARK7 PPTYS PLUS LLC MEMBERSHIP INT SER - #ZIE3T|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|27|11|2025-12-29
OTC|AKRBY|AKER BP ASA ADR - Unsponsored (Norway)|OTCN OTC LINK NQB IDQS|OTCN|750|5|2025-12-29
OTC|AKRBY|AKER BP ASA ADR - Unsponsored (Norway)|OTCX OTC LINK ECN ATS|OTCX|150|6|2025-12-29
OTC|AKRYY|AKER SOLUTIONS ASA  American Depositary Receipts - Unsponsored (Norway)|OTCN OTC LINK NQB IDQS|OTCN|169|1|2025-12-29
OTC|AKTAF|Akita Drilling Ltd Non Vtg A Ordinary Shares|ARCA GLOBAL OTC|ARCA|200|2|2025-12-29
OTC|AKZOY|Akzo Nobel N.V. American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|10575|57|2025-12-29
OTC|AKZOY|Akzo Nobel N.V. American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|11133|61|2025-12-29
OTC|AKZOY|Akzo Nobel N.V. American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|23135|135|2025-12-29
OTC|ALEDY|Allied Group Limited Unsponsored ADR (Hong Kong)|OTCN OTC LINK NQB IDQS|OTCN|80|1|2025-12-29
OTC|ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|ARCA GLOBAL OTC|ARCA|2435|24|2025-12-29
OTC|ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|OTCN OTC LINK NQB IDQS|OTCN|539|7|2025-12-29
OTC|ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|OTCX OTC LINK ECN ATS|OTCX|1828|21|2025-12-29
OTC|ALIZY|Allianz SE Unsponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|38609|240|2025-12-29
OTC|ALIZY|Allianz SE Unsponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|43474|274|2025-12-29
OTC|ALIZY|Allianz SE Unsponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|52086|311|2025-12-29
OTC|ALNPY|ANA Holdings Inc. Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|1071|7|2025-12-29
OTC|ALNPY|ANA Holdings Inc. Ord American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|601|7|2025-12-29
OTC|ALPIB|Alpine Bks Colo CL B Common Shares|OTCN OTC LINK NQB IDQS|OTCN|1000|8|2025-12-29
OTC|ALPMY|Astellas Pharma Inc Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|17658|126|2025-12-29
OTC|ALPMY|Astellas Pharma Inc Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|2588|18|2025-12-29
